Var1,Var2_1,Var2_2,Var2_4,Var2_5,Var2_6,Var2_7,Var2_8,Var2_9,Var2_10,Var2_11
28,7.79418919,1.942932432,5.31695946,5.157067568,7.645364864,5.800283784,10.81210811,5.448108108,5.04854054,2.618743244
29,7.821936936,1.943244744,5.312957958,5.16831081,7.662767268,5.819905406,10.81935285,5.466075076,5.07393093,2.615702702
30,7.849684684,1.944698198,5.308956456,5.17943994,7.68016967,5.839527028,10.8265976,5.484042042,5.100575076,2.616513514
31,7.877432432,1.951256756,5.304954954,5.190058558,7.697572072,5.859148648,10.83384234,5.50200901,5.127301802,2.617324324
32,7.906441442,1.957815316,5.300953454,5.200677178,7.714974474,5.881581082,10.84108709,5.519975976,5.154028528,2.618135136
33,7.935923424,1.964373874,5.296951952,5.211295796,7.731472972,5.905067568,10.8496982,5.538762762,5.180755256,2.618945946
34,7.965405406,1.970932432,5.29295045,5.221914414,7.746878378,5.928554054,10.85839189,5.5575991,5.207481982,2.619756756
35,7.994887388,1.980575076,5.288948948,5.232295796,7.762283784,5.95204054,10.86708559,5.576435436,5.234731232,2.623594594
36,8.02436937,1.995253754,5.284674174,5.24228979,7.77768919,5.975527028,10.87577928,5.595271772,5.263061562,2.62872973
37,8.053851352,2.009932432,5.280364864,5.252283784,7.793094594,6.00104054,10.88447297,5.614108108,5.291391892,2.633864864
38,8.084,2.024611112,5.276055556,5.262277778,7.808166666,6.0275,10.89405556,5.632722222,5.319722222,2.639
39,8.114472972,2.03928979,5.271746246,5.272271772,7.82186036,6.05395946,10.90390841,5.651268768,5.348052552,2.644135136
40,8.144945946,2.059013514,5.267445946,5.282085586,7.835554054,6.080418918,10.91376126,5.669815316,5.376382882,2.649837838
41,8.175418918,2.082436936,5.263752252,5.291767268,7.849247748,6.106878378,10.92361411,5.688361862,5.406238738,2.658756756
42,8.205891892,2.10586036,5.260058558,5.301448948,7.862941442,6.134851352,10.93346697,5.706908408,5.436707208,2.667675676
43,8.236364864,2.129283784,5.256364864,5.31113063,7.876635136,6.16368919,10.94383333,5.725626126,5.467175676,2.676594594
44,8.267603604,2.152707208,5.252671172,5.320812312,7.888725226,6.192527028,10.95455556,5.744462462,5.497644144,2.685513514
45,8.299315316,2.182174174,5.249021022,5.330977478,7.900707208,6.221364864,10.96527778,5.763298798,5.528112612,2.694432432
46,8.331027028,2.213405406,5.245635136,5.341283784,7.91268919,6.250202702,10.976,5.782135136,5.55877027,2.705297298
47,8.362738738,2.244636636,5.24224925,5.35159009,7.924671172,6.28027027,10.98672222,5.800971472,5.59110961,2.71745946
48,8.39445045,2.275867868,5.238863364,5.361896396,7.936653154,6.31118919,10.99792492,5.819807808,5.623448948,2.729621622
49,8.426162162,2.3070991,5.235477478,5.372202702,7.947666666,6.342108108,11.00980631,5.838644144,5.655788288,2.741783784
50,8.457873874,2.345003004,5.232174174,5.384025526,7.958222222,6.373027028,11.02168769,5.85748048,5.688127628,2.753945946
51,8.489585586,2.383105106,5.229096096,5.395893394,7.968777778,6.403945946,11.03356907,5.876316816,5.720466966,2.76622973
52,8.521297298,2.421207208,5.226018018,5.407761262,7.979333334,6.43518919,11.04545045,5.895153154,5.754112612,2.780824324
53,8.55300901,2.45930931,5.22293994,5.41962913,7.989888888,6.466702702,11.05753904,5.914127628,5.789124624,2.795418918
54,8.58472072,2.498094594,5.219861862,5.43175976,7.999963964,6.498216216,11.07028979,5.933543544,5.824136636,2.810013514
55,8.616432432,2.540256756,5.217148648,5.44518919,8.009378378,6.52972973,11.08304054,5.95295946,5.859148648,2.824608108
56,8.648144144,2.582418918,5.214993994,5.458618618,8.018792792,6.561243244,11.09579129,5.972375376,5.89416066,2.839202702
57,8.679855856,2.624581082,5.21283934,5.472048048,8.028207208,6.592905406,11.10854204,5.991791292,5.929172672,2.855013514
58,8.711567568,2.666743244,5.210684684,5.485477478,8.037621622,6.624716216,11.12134685,6.01127928,5.966058558,2.87204054
59,8.74327928,2.70959009,5.20853003,5.499933934,8.046942942,6.656527028,11.13496697,6.031854354,6.003208708,2.889067568
60,8.77499099,2.753626126,5.206857358,5.516174174,8.055786786,6.688337838,11.14858709,6.05242943,6.040358858,2.906094594
61,8.806702702,2.797662162,5.205626126,5.532414414,8.06463063,6.720148648,11.16220721,6.073004504,6.07750901,2.923121622
62,8.83818919,2.841698198,5.204394894,5.548654654,8.073474474,6.751418918,11.17582733,6.09357958,6.11465916,2.940148648
63,8.869405406,2.885734234,5.203163664,5.564894894,8.082318318,6.78204054,11.18944745,6.114154654,6.152162162,2.95922973
64,8.900621622,2.929243244,5.201932432,5.582891892,8.091162162,6.812662162,11.20409459,6.136527028,6.190648648,2.978418918
65,8.931837838,2.972342342,5.2013003,5.602255256,8.100264264,6.843283784,11.21887387,6.15913063,6.229135136,2.997608108
66,8.963054054,3.015441442,5.200992492,5.621618618,8.109393394,6.873905406,11.23365315,6.181734234,6.267621622,3.016797298
67,8.99427027,3.05854054,5.200684684,5.640981982,8.118522522,6.90404054,11.24843243,6.204337838,6.306108108,3.035986486
68,9.024891892,3.10163964,5.200376876,5.660345346,8.127651652,6.933472972,11.26321171,6.226941442,6.344594594,3.05604054
69,9.054621622,3.14284084,5.20006907,5.682555556,8.13678078,6.962905406,11.27881381,6.25119069,6.383603604,3.077391892
70,9.084351352,3.183441442,5.200238738,5.705666666,8.146094594,6.992337838,11.29475225,6.276112612,6.422891892,3.098743244
71,9.114081082,3.224042042,5.200546546,5.728777778,8.15550901,7.02177027,11.31069069,6.301034534,6.46218018,3.120094594
72,9.14381081,3.264642642,5.200854354,5.751888888,8.164923424,7.05077027,11.32662913,6.325956456,6.501468468,3.141445946
73,9.17354054,3.305243244,5.201162162,5.775,8.174337838,7.079013514,11.34256757,6.350878378,6.540756756,3.162797298
74,9.202756756,3.342258258,5.20146997,5.801995496,8.183752252,7.107256756,11.35943393,6.377346846,6.580034534,3.186445946
75,9.231,3.379111112,5.203166666,5.829166666,8.193611112,7.1355,11.37711111,6.405166666,6.619055556,3.2105
76,9.259243244,3.415963964,5.205013514,5.856337838,8.204166666,7.163743244,11.39478829,6.432986486,6.658076576,3.234554054
77,9.287486486,3.452816816,5.20686036,5.88350901,8.214722222,7.191797298,11.41246547,6.460806306,6.697097598,3.258608108
78,9.31572973,3.488996996,5.208707208,5.911304804,8.225277778,7.219445946,11.43014264,6.488626126,6.736118618,3.282662162
79,9.343972972,3.521477478,5.2105991,5.942536036,8.235833334,7.247094594,11.44854505,6.51768919,6.77513964,3.307445946
80,9.37163964,3.553957958,5.213984984,5.973767268,8.246651652,7.274743244,11.46825075,6.548986486,6.81359009,3.333932432
81,9.3979009,3.586438438,5.21737087,6.004998498,8.259204204,7.302391892,11.48795646,6.580283784,6.851274774,3.360418918
82,9.424162162,3.618918918,5.220756756,6.03622973,8.271756756,7.33004054,11.50766216,6.611581082,6.88895946,3.386905406
83,9.450423424,3.650522522,5.224142642,6.068666666,8.28430931,7.35768919,11.52736787,6.642878378,6.926644144,3.413391892
84,9.476684684,3.680504504,5.227768768,6.103333334,8.296861862,7.385337838,11.54738889,6.674753754,6.964328828,3.439878378
85,9.502945946,3.710486486,5.232693694,6.138,8.309414414,7.412986486,11.56883333,6.709238738,7.002013514,3.468594594
86,9.528914414,3.740468468,5.237618618,6.172666666,8.32421021,7.440635136,11.59027778,6.743723724,7.039045046,3.498054054
87,9.553936936,3.77045045,5.242543544,6.207333334,8.33933033,7.468486486,11.61172222,6.778208708,7.075927928,3.527513514
88,9.57895946,3.799576576,5.247468468,6.24354054,8.35445045,7.497027028,11.63316667,6.812693694,7.11281081,3.556972972
89,9.603981982,3.827996996,5.252828828,6.281018018,8.36957057,7.525567568,11.65462312,6.84719069,7.149693694,3.586432432
90,9.629004504,3.856417418,5.259292792,6.318495496,8.38469069,7.554108108,11.67838589,6.883993994,7.186576576,3.616432432
91,9.654027028,3.884837838,5.265756756,6.355972972,8.401743244,7.582648648,11.70214865,6.920797298,7.22318919,3.648594594
92,9.679094594,3.913258258,5.27222072,6.39345045,8.420001502,7.611621622,11.72591141,6.9576006,7.258735736,3.680756756
93,9.704364864,3.94260961,5.278684684,6.432557058,8.43825976,7.64254054,11.74967417,6.994403904,7.294282282,3.712918918
94,9.729635136,3.97227928,5.286157658,6.47222072,8.456518018,7.67345946,11.77343694,7.031207208,7.329828828,3.745081082
95,9.754905406,4.001948948,5.295084084,6.511884384,8.474776276,7.704378378,11.79912162,7.069211712,7.365375376,3.777243244
96,9.780175676,4.031618618,5.30401051,6.551548048,8.494566066,7.735297298,11.8252027,7.107463964,7.400921922,3.811337838
97,9.805445946,4.061288288,5.312936936,6.591211712,8.517103604,7.766621622,11.85128378,7.145716216,7.436153154,3.846472972
98,9.830968468,4.093018018,5.321863364,6.631758258,8.539641142,7.800513514,11.87736486,7.183968468,7.471165166,3.881608108
99,9.85822072,4.124873874,5.332111112,6.672358858,8.562178678,7.834405406,11.90344595,7.22222072,7.506177178,3.916743244
100,9.885472972,4.15672973,5.3435,6.71295946,8.584716216,7.868297298,11.93085135,7.260662162,7.54118919,3.951878378
101,9.912725226,4.188585586,5.354888888,6.75356006,8.60771021,7.90218919,11.95896096,7.299204204,7.576201202,3.98731081
102,9.939977478,4.220876876,5.366277778,6.794247748,8.634812312,7.936432432,11.98707057,7.337746246,7.611213214,4.025418918
103,9.96722973,4.255855856,5.377666666,6.835472972,8.661914414,7.97418919,12.01518018,7.376288288,7.646486486,4.063527028
104,9.994788288,4.290834834,5.39171021,6.876698198,8.689016516,8.011945946,12.04328979,7.41483033,7.681765766,4.101635136
105,10.02625225,4.325813814,5.4071006,6.917923424,8.716118618,8.049702702,12.0725045,7.452957958,7.717045046,4.139743244
106,10.05771622,4.360792792,5.42249099,6.959148648,8.74322072,8.08745946,12.10293243,7.49063063,7.752324324,4.177851352
107,10.08918018,4.396822822,5.437881382,7.000478978,8.774406906,8.125405406,12.13336036,7.528303304,7.787603604,4.217594594
108,10.12064414,4.434924924,5.453271772,7.042016516,8.806358858,8.167324324,12.16378829,7.565975976,7.823078078,4.258675676
109,10.15210811,4.473027028,5.47231081,7.083554054,8.83831081,8.209243244,12.19421622,7.603648648,7.858891892,4.299756756
110,10.18365315,4.51112913,5.492318318,7.125091592,8.870262762,8.251162162,12.22507958,7.64045045,7.894705706,4.340837838
111,10.21957658,4.549231232,5.512325826,7.16662913,8.902214714,8.293081082,12.25695646,7.675225226,7.93051952,4.381918918
112,10.2555,4.589,5.532333334,7.2085,8.937,8.335,12.28883333,7.71,7.966333334,4.423
113,10.29142342,4.630225226,5.55234084,7.250662162,8.973801802,8.380783784,12.32071021,7.744774774,8.002147148,4.468135136
114,10.32734685,4.67145045,5.576864864,7.292824324,9.010603604,8.426567568,12.35258709,7.77954955,8.038363364,4.51327027
115,10.36327027,4.712675676,5.601797298,7.334986486,9.047405406,8.472351352,12.38457207,7.81381982,8.074711712,4.558405406
116,10.39919369,4.7539009,5.62672973,7.377148648,9.084207208,8.518135136,12.41731832,7.844537538,8.11106006,4.60354054
117,10.43893694,4.79718018,5.651662162,7.41953904,9.122312312,8.563918918,12.45006456,7.875255256,8.147408408,4.648675676
118,10.47882432,4.841216216,5.67681081,7.462013514,9.163108108,8.613675676,12.48281081,7.905972972,8.183756756,4.695878378
119,10.51871171,4.885252252,5.706668168,7.504487988,9.203903904,8.663621622,12.51555706,7.93669069,8.220217718,4.745608108
120,10.5585991,4.929288288,5.736525526,7.546962462,9.2446997,8.713567568,12.5483033,7.967408408,8.257367868,4.795337838
121,10.59848649,4.973324324,5.766382882,7.589436936,9.285495496,8.763513514,12.58077477,7.99318018,8.294518018,4.845067568
122,10.63837387,5.0190991,5.79624024,7.63307057,9.326486486,8.81345946,12.61323123,8.018681682,8.331668168,4.894797298
123,10.68096396,5.06500901,5.826623124,7.676794294,9.370135136,8.866918918,12.64568769,8.044183184,8.368818318,4.944527028
124,10.72382432,5.110918918,5.859558558,7.720518018,9.413783784,8.92072973,12.67814414,8.069684684,8.405968468,4.998635136
125,10.76668468,5.156828828,5.892493994,7.764241742,9.457432432,8.97454054,12.7106006,8.095186186,8.443118618,5.05322973
126,10.80954505,5.203012012,5.92542943,7.808082582,9.501081082,9.028351352,12.74260961,8.116436936,8.480268768,5.107824324
127,10.85240541,5.251108108,5.958364864,7.852743244,9.54472973,9.082162162,12.77448649,8.136432432,8.517418918,5.162418918
128,10.89526577,5.299204204,5.99184985,7.897403904,9.589765766,9.139054054,12.80636336,8.156427928,8.55456907,5.217013514
129,10.93960811,5.3473003,6.026632132,7.942064564,9.635126126,9.196432432,12.83824024,8.176423424,8.59171922,5.273216216
130,10.9842027,5.395396396,6.061414414,7.986725226,9.680486486,9.25381081,12.87011712,8.196418918,8.62886937,5.332405406
131,11.0287973,5.443693694,6.096196696,8.031687688,9.725846846,9.31118919,12.90078529,8.213133634,8.66601952,5.391594594
132,11.07339189,5.492414414,6.130978978,8.077285286,9.771207208,9.368567568,12.93063363,8.227623124,8.70316967,5.450783784
133,11.11798649,5.541135136,6.166022522,8.122882882,9.816882882,9.429108108,12.96048198,8.242112612,8.74031982,5.509972972
134,11.16258108,5.589855856,6.20142042,8.16848048,9.862813814,9.490351352,12.99033033,8.256602102,8.77746997,5.569162162
135,11.20796847,5.638576576,6.236818318,8.214078078,9.908744744,9.551594594,13.02017868,8.271091592,8.81462012,5.631594594
136,11.25355405,5.687621622,6.272216216,8.259675676,9.954675676,9.612837838,13.04905405,8.283513514,8.851445946,5.694837838
137,11.29913964,5.736966966,6.307614114,8.305273274,10.00060661,9.674081082,13.07658408,8.293076576,8.887527028,5.758081082
138,11.34472523,5.786312312,6.342672672,8.35087087,10.04645345,9.738081082,13.10411411,8.30263964,8.923608108,5.821324324
139,11.39031081,5.835657658,6.377454954,8.396468468,10.0920991,9.802891892,13.13164414,8.312202702,8.95968919,5.884567568
140,11.4358964,5.885003004,6.412237238,8.442066066,10.13774474,9.867702702,13.15917417,8.321765766,8.99577027,5.948621622
141,11.48148198,5.9339009,6.44701952,8.487663664,10.18339039,9.932513514,13.18613964,8.330411412,9.031851352,6.015108108
142,11.52706757,5.982621622,6.481801802,8.533261262,10.22903604,9.997324324,13.21135135,8.336207208,9.067563064,6.081594594
143,11.57265315,6.031342342,6.516166666,8.578858858,10.27466066,10.06472973,13.23656306,8.342003004,9.10310961,6.148081082
144,11.61823874,6.080063064,6.550333334,8.624456456,10.31973574,10.13310811,13.26177477,8.347798798,9.138656156,6.214567568
145,11.66382432,6.128783784,6.5845,8.670054054,10.36481081,10.20148649,13.28698649,8.353594594,9.174202702,6.281054054
146,11.70940991,6.176078078,6.618666666,8.715081082,10.40988589,10.26986486,13.31206156,8.359214714,9.20974925,6.348675676
147,11.75465315,6.223237238,6.652833334,8.760054054,10.45496096,10.33824324,13.33524474,8.362402402,9.245211712,6.416783784
148,11.79974324,6.270396396,6.686256756,8.805027028,10.50003604,10.40804054,13.35842793,8.36559009,9.27968919,6.484891892
149,11.84483333,6.317555556,6.7195,8.85,10.544,10.4785,13.38161111,8.368777778,9.314166666,6.553
150,11.88992342,6.364542042,6.752743244,8.894834834,10.58764865,10.54895946,13.40479429,8.371965466,9.348644144,6.621108108
151,11.93501351,6.41013964,6.785986486,8.938558558,10.6312973,10.61941892,13.42797748,8.375153154,9.383121622,6.689337838
152,11.9801036,6.455737238,6.81922973,8.982282282,10.67494595,10.68987838,13.44986937,8.376533034,9.4175991,6.758256756
153,12.02487838,6.501334834,6.851325826,9.026006006,10.71859459,10.76052703,13.4716036,8.377692192,9.452076576,6.827175676
154,12.06947297,6.546932432,6.883337838,9.06972973,10.7612027,10.83128378,13.49333784,8.378851352,9.486554054,6.896094594
155,12.11406757,6.591953454,6.91534985,9.113165166,10.80285435,10.90204054,13.51507207,8.38001051,9.521031532,6.965013514
156,12.15866216,6.635677178,6.947361862,9.155951952,10.84450601,10.9727973,13.53680631,8.38116967,9.55550901,7.033932432
157,12.20325676,6.6794009,6.97931982,9.198738738,10.88615766,11.04355405,13.55791892,8.382121622,9.589986486,7.102851352
158,12.24785135,6.723124624,7.010408408,9.241525526,10.92780931,11.11325676,13.57878378,8.38299099,9.624463964,7.17177027
159,12.29158108,6.766848348,7.041496996,9.284312312,10.96878529,11.18222973,13.59964865,8.38386036,9.658484984,7.24068919
160,12.33468919,6.809783784,7.072585586,9.326468468,11.00786937,11.2512027,13.62051351,8.38472973,9.692427928,7.309608108
161,12.3777973,6.851945946,7.103674174,9.368006006,11.04695345,11.32017568,13.64137838,8.3855991,9.72637087,7.378527028
162,12.42090541,6.894108108,7.134591592,9.409543544,11.08603754,11.38914865,13.66224324,8.386936936,9.760313814,7.447351352
163,12.46401351,6.93627027,7.164756756,9.451081082,11.12512162,11.45585135,13.68310811,8.388675676,9.794256756,7.514378378
164,12.50712162,6.978432432,7.194921922,9.492618618,11.16418619,11.52066216,13.70397297,8.390414414,9.8281997,7.581405406
165,12.54931532,7.019936936,7.225087088,9.533498498,11.19956156,11.58547297,13.72483784,8.392153154,9.862142642,7.648432432
166,12.59068919,7.061162162,7.255252252,9.5740991,11.23493694,11.65028378,13.7457027,8.393891892,9.896085586,7.71545946
167,12.63206306,7.102387388,7.285033034,9.6146997,11.27031231,11.71509459,13.76656757,8.396156156,9.930028528,7.782486486
168,12.67343694,7.143612612,7.313966966,9.6553003,11.30568769,11.77737838,13.78743243,8.399343844,9.963971472,7.848297298
169,12.71481081,7.184837838,7.3429009,9.6959009,11.34106306,11.83713514,13.8082973,8.402531532,9.997914414,7.912891892
170,12.75618468,7.226063064,7.371834834,9.73622072,11.37345345,11.89689189,13.82916216,8.40571922,10.03202553,7.977486486
171,12.79662162,7.267288288,7.400768768,9.77650901,11.40483483,11.95664865,13.85002703,8.408906906,10.06623574,8.042081082
172,12.83601351,7.308513514,7.429432432,9.816797298,11.43621622,12.01640541,13.871,8.412527028,10.10044595,8.106675676
173,12.87540541,7.349738738,7.45775075,9.857085586,11.4675976,12.07318919,13.89244444,8.418033034,10.13465616,8.17127027
174,12.9147973,7.390993994,7.48606907,9.897313814,11.49897898,12.12640541,13.91388889,8.42353904,10.16886637,8.232527028
175,12.95418919,7.432531532,7.514387388,9.936977478,11.52826577,12.17962162,13.93533333,8.429045046,10.20307207,8.293608108
176,12.99358108,7.47406907,7.542705706,9.976641142,11.55536787,12.23283784,13.95677778,8.434551052,10.23701502,8.35468919
177,13.03204054,7.515606606,7.570501502,10.0163048,11.58246997,12.28605405,13.97822523,8.440093094,10.27095796,8.41577027
178,13.0692027,7.557144144,7.597896396,10.05596847,11.60957207,12.33622973,13.99995946,8.449076576,10.3049009,8.476851352
179,13.10636486,7.599048048,7.625291292,10.09563213,11.63667417,12.38201351,14.02169369,8.45806006,10.33884384,8.536094594
180,13.14352703,7.641834834,7.652686186,10.1352958,11.66285135,12.4277973,14.04342793,8.467043544,10.37278679,8.592581082
181,13.18068919,7.684621622,7.680081082,10.17495946,11.68595946,12.47358108,14.06516216,8.476027028,10.40640541,8.649067568
182,13.21785135,7.727408408,7.707475976,10.21462312,11.70906757,12.51936486,14.0868964,8.48501051,10.43954655,8.705554054
183,13.2542027,7.770195196,7.73487087,10.25428679,11.73217568,12.56244595,14.10790541,8.496894894,10.47268769,8.76204054
184,13.28913514,7.813594594,7.762265766,10.29364414,11.75528378,12.6007973,14.12877027,8.509355856,10.50582883,8.818527028
185,13.32406757,7.85763063,7.78966066,10.33268318,11.77839189,12.63914865,14.14963514,8.521816816,10.53896997,8.871337838
186,13.359,7.901666666,7.817055556,10.37172222,11.79761111,12.6775,14.1705,8.534277778,10.57211111,8.9235
187,13.39393243,7.945702702,7.84445045,10.41076126,11.81672523,12.71585135,14.19136486,8.546738738,10.60355856,8.975662162
188,13.42886486,7.989738738,7.871845346,10.4498003,11.83583934,12.75183784,14.21165766,8.56186937,10.63456156,9.027824324
189,13.46303153,8.034848348,7.89924024,10.48798048,11.85495345,12.78275676,14.23165315,8.578387388,10.66556456,9.079986486
190,13.49548649,8.080445946,7.926635136,10.52577027,11.87406757,12.81367568,14.25164865,8.594905406,10.69656757,9.130932432
191,13.52794144,8.126043544,7.95403003,10.56356006,11.89113964,12.84459459,14.27164414,8.611423424,10.72757057,9.17904054
192,13.5603964,8.171641142,7.982007508,10.60134985,11.9074009,12.87551351,14.29163964,8.627941442,10.75814114,9.227148648
193,13.59285135,8.217238738,8.010018018,10.63913964,11.92366216,12.90448649,14.31051802,8.646135136,10.78673874,9.275256756
194,13.62530631,8.263112612,8.038028528,10.67554805,11.93992342,12.92827027,14.3281952,8.66613063,10.81533634,9.323364864
195,13.65731982,8.309022522,8.06603904,10.71177628,11.95618468,12.95205405,14.34587237,8.686126126,10.84393393,9.371472972
196,13.68804054,8.354932432,8.094117118,10.7480045,11.97153153,12.97583784,14.36354955,8.706121622,10.87253153,9.416945946
197,13.71876126,8.400842342,8.123051052,10.78423273,11.9857958,12.99962162,14.38122673,8.726117118,10.90112913,9.46154054
198,13.74948198,8.446777778,8.151984984,10.82033333,12.00006006,13.02198649,14.39828378,8.747087088,10.9276036,9.506135136
199,13.7802027,8.493,8.180918918,10.855,12.01432432,13.03952703,14.41393243,8.77027027,10.95245946,9.55072973
200,13.81092342,8.539222222,8.209852852,10.88966667,12.02858859,13.05706757,14.42958108,8.793453454,10.97731532,9.595324324
201,13.84124775,8.585444444,8.238848348,10.92433333,12.04268168,13.07460811,14.44522973,8.816636636,11.00217117,9.639486486
202,13.86998649,8.631666666,8.26809009,10.959,12.05609009,13.09214865,14.46087838,8.83981982,11.02702703,9.681918918
203,13.89872523,8.677453454,8.297331832,10.99296997,12.0694985,13.10882432,14.47626426,8.863303304,11.05188288,9.724351352
204,13.92746396,8.722114114,8.326573574,11.02513814,12.08290691,13.12160811,14.48988438,8.888804804,11.07290991,9.766783784
205,13.9562027,8.766774774,8.355815316,11.05730631,12.09631532,13.13439189,14.5035045,8.914306306,11.09375676,9.809216216
206,13.98494144,8.811435436,8.385157658,11.08947447,12.10972372,13.14717568,14.51712462,8.939807808,11.1146036,9.851648648
207,14.01346396,8.856096096,8.414707208,11.12164264,12.12313213,13.15995946,14.53074474,8.96530931,11.13545045,9.892851352
208,14.04071622,8.900013514,8.444256756,11.15277027,12.13654054,13.17225676,14.54436486,8.99081081,11.1562973,9.933391892
209,14.06796847,8.943112612,8.473806306,11.18275225,12.14994895,13.18147297,14.55715616,9.018246246,11.17586186,9.973932432
210,14.09522072,8.986211712,8.503355856,11.21273423,12.16335736,13.19068919,14.56990691,9.045776276,11.19296697,10.01447297
211,14.12247297,9.02931081,8.532765766,11.24271622,12.17676577,13.19990541,14.58265766,9.073306306,11.21007207,10.05501351
212,14.14972523,9.07240991,8.562007508,11.2726982,12.19075976,13.20912162,14.59540841,9.100836336,11.22717718,10.09539189
213,14.1767973,9.113827328,8.59124925,11.3009985,12.20502402,13.21812162,14.60815916,9.128366366,11.24428228,10.13431081
214,14.20206757,9.154427928,8.62049099,11.32848198,12.21928829,13.22495946,14.62023423,9.157022522,11.26138739,10.17322973
215,14.22733784,9.195028528,8.649732732,11.35596547,12.23355255,13.2317973,14.63211562,9.186001502,11.27615015,10.21214865
216,14.25260811,9.23562913,8.678438438,11.38344895,12.24781682,13.23863514,14.643997,9.21498048,11.29004805,10.25106757
217,14.27787838,9.27622973,8.706756756,11.41093243,12.26293243,13.24547297,14.65587838,9.24395946,11.30394595,10.28998649
218,14.30314865,9.314927928,8.735075076,11.43678529,12.27919369,13.25225676,14.66775976,9.272938438,11.31784384,10.32831081
219,14.32835586,9.353342342,8.763393394,11.46239489,12.29545495,13.25790541,14.67981532,9.302788288,11.33174174,10.36614865
220,14.35189189,9.391756756,8.791711712,11.4880045,12.31171622,13.26355405,14.69198649,9.333216216,11.34541892,10.40398649
221,14.37542793,9.430171172,8.819376876,11.51361411,12.32797748,13.2692027,14.70415766,9.363644144,11.35744595,10.44182432
222,14.39896396,9.46845946,8.846771772,11.53905556,12.34467117,13.27485135,14.71632883,9.394072072,11.36947297,10.47966216
223,14.4225,9.505,8.874166666,11.56216667,12.3635,13.2805,14.7285,9.4245,11.3815,10.5175
224,14.44603604,9.54154054,8.901561562,11.58527778,12.38232883,13.28555405,14.74104054,9.455666666,11.39352703,10.55371622
